Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,# Protein Pathway Groups,# Razor Peptides,"Abundances (Normalized): F7: 126, Sample","Abundances (Normalized): F7: 127N, Sample","Abundances (Normalized): F7: 127C, Sample","Abundances (Normalized): F7: 128N, Sample","Abundances (Normalized): F7: 128C, Sample","Abundances (Normalized): F7: 129N, Sample","Abundances (Normalized): F7: 129C, Sample","Abundances (Normalized): F7: 130N, Sample","Abundances (Normalized): F7: 130C, Sample","Abundances (Normalized): F7: 131N, Sample","Abundances (Normalized): F7: 131C, Sample","Abundance: F7: 126, Sample","Abundance: F7: 127N, Sample","Abundance: F7: 127C, Sample","Abundance: F7: 128N, Sample","Abundance: F7: 128C, Sample","Abundance: F7: 129N, Sample","Abundance: F7: 129C, Sample","Abundance: F7: 130N, Sample","Abundance: F7: 130C, Sample","Abundance: F7: 131N, Sample","Abundance: F7: 131C, Sample","Found in Sample: [S67] F7: 126, Sample","Found in Sample: [S69] F7: 127C, Sample","Found in Sample: [S68] F7: 127N, Sample","Found in Sample: [S71] F7: 128C, Sample","Found in Sample: [S70] F7: 128N, Sample","Found in Sample: [S73] F7: 129C, Sample","Found in Sample: [S72] F7: 129N, Sample","Found in Sample: [S75] F7: 130C, Sample","Found in Sample: [S74] F7: 130N, Sample","Found in Sample: [S77] F7: 131C, Sample","Found in Sample: [S76] F7: 131N, Sample",# Protein Groups
FALSE,High,Master Protein,P68104,Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1,0,FALSE,399.716,77,36,295,23,462,50.1,9.01,1110.96,36,0,18,50489.9,57830.6,60458.3,58242.7,60530.7,60255.9,59811.2,60515.7,54863.8,65367.7,62088.5,21599.1,47007.5,50516.7,54280.5,45927.1,50007.4,45444,43652.2,43086.8,65367.7,52971.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O75369,Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2,0,FALSE,397.448,39,86,133,75,2602,278,5.73,448.85,86,0,0,21794.5,20723.2,20147.6,20751.8,20548.1,20314.2,21092.3,20945,20447.4,18072.9,18924.7,9323.5,16844.8,16834.6,19340.1,15590.7,16859.1,16025.7,15108.4,16058.2,18072.9,16145.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q86VP6,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens OX=9606 GN=CAND1 PE=1 SV=2,0,FALSE,397.143,49,63,220,58,1230,136.3,5.78,784.92,63,0,6,58347.5,54772.5,55008.7,52836,54125.5,52899.6,54976.4,56517.7,55734.8,32193,32346.1,24960.5,44521.7,45963.2,49241.6,41067.3,43902.3,41770.6,40768.3,43770.9,32193,27596.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P21333,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4,0,FALSE,395.086,36,78,120,67,2647,280.6,6.06,407.9,78,0,0,12353.9,12969.3,13007.5,14212.2,13085,13111.6,13017.6,12622.3,13191,21424.8,21915.8,5284.9,10542.1,10868.6,13245.4,9928.1,10881.6,9890.7,9104.9,10359.5,21424.8,18697.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P33176,Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,0,FALSE,390.162,58,58,141,48,963,109.6,6.51,531.55,58,0,11,21196.6,22096.9,21343.3,22498.1,22330.7,21426.9,21449,21881.2,22272.4,26584.2,28222.9,9067.7,17961.4,17833.7,20967.6,16943.2,17782.6,16296.8,15783.7,17491.4,26584.2,24078.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P15311,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4,0,FALSE,387.102,75,60,273,44,586,69.4,6.27,832.81,60,0,3,29565.4,33074.3,33063.4,30691.1,33712,32084.3,32091.7,33610.6,31192.7,20642.7,21772,12647.8,26884.4,27626.5,28603.2,25578.7,26627.3,24383,24244.5,24497,20642.7,18574.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P11021,Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2,0,FALSE,384.442,64,51,201,48,654,72.3,5.16,745.59,51,0,0,36363.8,38602.6,39928.8,38543.3,41295.7,39034.8,38650.4,40183.9,38460.7,30257.4,31790.1,15556.1,31378.1,33363,35921.3,31332.7,32395.7,29366.2,28986.1,30204.8,30257.4,27121.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P40227,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,0,FALSE,382.662,65,43,228,34,531,58,6.68,834.74,43,0,12,44172.1,45495,48252.3,46060.4,49450.4,47707.2,47709.9,45428.4,44132.2,29390.3,30380.2,18896.4,36980.5,40317.8,42927,37520.1,39593,36249.5,32769.1,34658.9,29390.3,25919,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P55786,Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2,0,FALSE,380.748,59,56,178,56,919,103.2,5.72,619.11,56,0,0,45622.2,45431.2,44903.5,44336,45238.4,46119,46635.2,47922.5,44343.2,29381.9,28751.6,19516.8,36928.7,37519.7,41319.8,34324.3,38274.9,35433,34568.2,34824.5,29381.9,24529.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens OX=9606 GN=GART PE=1 SV=1,0,FALSE,379.25,59,51,130,51,1010,107.7,6.7,469.47,51,0,0,22530.3,21576.8,21362.7,25562.5,21556.2,23300.5,21350.3,17103.6,21056.1,64953.9,65972.6,9638.3,17538.7,17849.9,23823.5,16355.6,19337.5,16221.8,12337.4,16536.2,64953.9,56284.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4,0,FALSE,377.243,54,64,141,64,1249,138.3,6.32,490.27,64,0,0,28282,28045.1,27431,28738.2,27695.8,27007.9,28111.8,26569,29198.5,19653.3,19361.9,12098.8,22796.4,22920.3,26783.2,21014,22414.3,21359.1,19165.2,22930.8,19653.3,16518.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P04181,"Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1",0,FALSE,365.203,78,38,190,38,439,48.5,7.03,739.81,38,0,0,33308.2,31927.8,34608.7,31063,40912.4,35842.6,34024.8,33437.5,31149.6,22335.9,22302.9,14248.9,25952.5,28917.8,28949.8,31041.9,29746.4,25851.7,24119.7,24463.1,22335.9,19027.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens OX=9606 GN=PSMD1 PE=1 SV=2,0,FALSE,364.775,55,50,148,50,953,105.8,5.39,536.4,50,0,0,23401.5,26319.5,26036.4,28059.8,25501.7,26082,26321.5,25667,26297.3,23543.1,23460.4,10010.9,21393.8,21755,26150.9,19349.2,21645.9,19998.8,18514.5,20652.4,23543.1,20015.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P68371,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,0,FALSE,364.299,73,30,236,2,445,49.8,4.89,794.53,30,0,46,51432.9,47656.9,48416.5,50308.2,50429.7,47782.3,48091.9,46654.1,48489.7,59153.1,59474.2,22002.6,38737.9,40455,46885.8,38263.1,39655.4,36539.7,33653.3,38081,59153.1,50740.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13200,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PSMD2 PE=1 SV=3,0,FALSE,363.664,55,49,135,49,908,100.1,5.2,506.17,49,0,0,21022.5,22775.7,22474.7,24828.4,22628,24339.4,23869.1,22574.4,23096.3,19794,19412,8993.2,18513.2,18779,23139.3,17168.8,20199.7,18135.5,16283.7,18138.5,19794,16561.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P06744,Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4,0,FALSE,361.682,59,42,212,42,558,63.1,8.32,756.4,42,0,0,49774.1,49651.6,51037.1,47120.7,54013.6,52482.5,51301.2,52037.3,49706,30164.6,29704,21292.9,40359.2,42644.7,43915.1,40982.3,43556.2,38978.2,37536.4,39036.2,30164.6,25342.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q8NFC6,Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2,0,FALSE,361.055,27,67,91,67,3051,330.3,5.08,308.07,67,0,0,14945.2,15139.6,13888,14693.3,13699.1,15215.3,14755.9,15542.3,16145.1,9857.9,9972.8,6393.4,12306.2,11604.3,13693.7,10394,12627.4,11211.4,11211.2,12679.4,9857.9,8508.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P09972,Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2,0,FALSE,360.385,89,38,153,27,364,39.4,6.87,616.82,38,0,0,18930.1,17511,18392.4,17190,18437.3,18312.3,18139.4,18263.3,17619.9,11013.7,11026.2,8098.1,14233.8,15368,16020.6,13989.1,15197.7,13782.1,13174,13837.6,11013.7,9407,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q92598,Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,0,FALSE,355.307,60,54,126,48,858,96.8,5.39,454.14,54,0,2,17161.3,20914.1,20561,23093,19669.2,20244.6,20339.4,18052.5,20364.7,35820.7,37428.8,7341.4,17000,17180,21522,14923.8,16801.3,15453.7,13021.9,15993.2,35820.7,31932.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2,0,FALSE,347.675,56,53,135,29,892,103,5.41,450.89,53,0,7,13636.5,13760.8,14054.3,13257.7,14498,12891.6,13905.6,14596.1,14397.9,9722.5,10133.9,5833.6,11185.5,11743.2,12355.7,11000.2,10699,10565.4,10528.7,11307.3,9722.5,8645.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P14625,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,0,FALSE,346.81,54,55,170,53,803,92.4,4.84,583.04,55,0,0,29185.7,29205.4,29060.7,31518.1,29852.4,30646.3,29859.7,30409.5,30901.8,31087,32114.9,12485.4,23739.6,24282.1,29373.9,22650.3,25433.9,22687.1,21935.5,24268.4,31087,27399,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P41250,Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3,0,FALSE,345.038,58,51,172,51,739,83.1,7.03,595.58,51,0,0,35544.3,38765,39466,36573.3,41108.4,38403,39194.4,39954,39022.7,22356.9,22868.4,15205.5,31510.1,32976.4,34085.2,31190.6,31871.4,29779.5,28820.3,30646.2,22356.9,19510.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P18669,Phosphoglycerate mutase 1 OS=Homo sapiens OX=9606 GN=PGAM1 PE=1 SV=2,0,FALSE,340.579,78,26,165,15,254,28.8,7.18,691.01,26,0,16,28141.7,31408.4,32427.8,31183.3,35588.7,32377.4,32153.1,33453.5,32391.9,21527,21545.9,12038.8,25530.3,27095.5,29061.9,27002.6,26870.6,24429.6,24131.2,25438.7,21527,18382,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P22234,Multifunctional protein ADE2 OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3,0,FALSE,340.157,62,40,199,40,425,47,7.23,706.59,40,0,0,39691.1,44691.5,52189.1,42809,57289.2,46133.5,45957,47082.9,42164.3,26854,28183.9,16979.5,36327.4,43607.3,39896.7,43467.7,38287,34917.7,33962.6,33113.4,26854,24045.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q16658,Fascin OS=Homo sapiens OX=9606 GN=FSCN1 PE=1 SV=3,0,FALSE,337.68,74,40,223,40,493,54.5,7.24,827.75,40,0,0,37735.5,34621.4,35423.4,33750.1,35210.3,36654,35527.9,36677.3,34987.7,24912.7,24831,16142.9,28141.9,29598.5,31454.1,26715.5,30419.8,26993.7,26456.6,27477.3,24912.7,21184.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P07237,Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,0,FALSE,337.357,78,51,181,51,508,57.1,4.87,596.26,51,0,0,41436.2,48388.6,49401.5,46055.3,50028.8,47047.2,48697.6,49532.7,46804.3,27337.1,28995.3,17726,39332.6,41278.1,42922.1,37958.9,39045.3,37000,35729.7,36757.4,27337.1,24737.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P26640,Valine--tRNA ligase OS=Homo sapiens OX=9606 GN=VARS1 PE=1 SV=4,0,FALSE,337.189,45,57,119,57,1264,140.4,7.59,383.76,57,0,0,11273.6,11743.8,11263.9,13619.6,11158.2,11576.8,11236.9,8198.9,10996.7,41266.3,40587,4822.7,9545.9,9411.7,12693.1,8466.2,9607.8,8537.7,5914.2,8636.2,41266.3,34627,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9C0C2,182 kDa tankyrase-1-binding protein OS=Homo sapiens OX=9606 GN=TNKS1BP1 PE=1 SV=4,0,FALSE,336.741,42,57,94,57,1729,181.7,4.86,308.9,57,0,0,11442,11253.4,10837.2,10826.8,10622,12175,11646,12071,11844.3,7143.8,7331.9,4894.8,9147.3,9055.2,10090.2,8059.4,10104.3,8848.5,8707.3,9301.8,7143.8,6255.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P07437,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2,0,FALSE,335.966,73,30,238,6,444,49.6,4.89,785.43,30,0,2,5269.9,4422.4,4554.2,4780.3,4850.7,4592.3,4570.9,4281.6,4557.3,7229.5,7056.5,2254.4,3594.8,3805.4,4455.1,3680.4,3811.3,3472.9,3088.5,3579,7229.5,6020.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P00338,L-lactate dehydrogenase A chain OS=Homo sapiens OX=9606 GN=LDHA PE=1 SV=2,0,FALSE,334.724,78,33,272,30,332,36.7,8.27,929.72,33,0,4,47189.4,53820.8,60933.8,52220.2,68286.4,56849.1,57744.6,60168.4,53370.4,33989.8,34128.3,20187.2,43748.1,50914,48667.7,51811.7,47180.1,43873.8,43401.6,41914,33989.8,29116.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P30622,CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=2,0,FALSE,334.202,47,69,112,69,1438,162.1,5.36,395.7,69,0,0,19401.8,22374.2,22175.6,21142.2,22500.5,21254.4,22437.7,23453.7,22632,13018.2,13572.1,8299.9,18186.8,18529.1,19703.9,17072,17639.4,17047.9,16918,17773.9,13018.2,11579.1,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NR09,Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2,0,FALSE,331.779,17,76,112,76,4857,529.9,6.05,344.97,76,0,0,16409,16251.3,15507.1,17397.1,15035.3,15772.6,15794,16324.7,15921.1,17397.3,17882.9,7019.6,13209.8,12957.1,16213.5,11407.9,13090,12000.1,11775.6,12503.5,17397.3,15256.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,O15067,Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4,0,FALSE,331.205,52,60,133,60,1338,144.6,5.76,436.33,60,0,0,18651.9,16769.8,15404.7,17012.7,14570.4,16705.8,16212,15634.8,15641,20955.2,20877.5,7979.1,13631.3,12871.6,15855.3,11055.2,13864.5,12317.7,11277.9,12283.6,20955.2,17811.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q06830,Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1,0,FALSE,330.288,81,25,251,21,199,22.1,8.13,829.63,25,0,5,46597.2,50297.1,54037.7,50135.1,55835.7,54047.5,52565.3,54436.4,49220.7,31502.5,31127.1,19933.9,40883.9,45151.9,46724.5,42364.8,44855,39938.6,39266.9,38655,31502.5,26556.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q12931,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens OX=9606 GN=TRAP1 PE=1 SV=3",0,FALSE,327.375,62,43,163,42,704,80.1,8.21,596.43,43,0,0,38712.8,37519.2,37314.9,37856,38430.3,39439.7,39151.2,40204,38993,30187.1,29822.8,16561,30497.4,31179,35280.7,29158.7,32731.7,29746.7,29000.6,30622.8,30187.1,25443.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P35241,Radixin OS=Homo sapiens OX=9606 GN=RDX PE=1 SV=1,0,FALSE,322.336,62,51,184,32,583,68.5,6.37,585,51,0,0,12311.8,15342,15429.3,14350.1,15095,15626.5,14957.7,15817,15051.9,8855.8,8902.1,5266.9,12470.7,12892.2,13373.9,11453.2,12968.7,11364.7,11409.4,11820.9,8855.8,7594.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2,0,FALSE,321.881,58,30,246,27,334,36.6,6.05,849.78,30,0,0,45278.3,53380.3,56532.8,52162.7,57105.2,53433.3,55307.6,57240,53955.8,29513.8,29467.4,19369.6,43390.1,47236.8,48614.1,43328.1,44345.2,42022.2,41289.3,42373.7,29513.8,25140.2,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P55060,Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,0,FALSE,320.664,41,47,139,47,971,110.3,5.77,488.62,47,0,0,30506.5,27804.5,27824.7,27311.7,29255.7,27419.3,28029.5,30118.1,28698.3,20581.3,20576.9,13050.4,22600.8,23249.3,25453.7,22197.5,22755.8,21296.6,21725.3,22538,20581.3,17555.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P27708,CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,0,FALSE,317.112,35,62,98,62,2225,242.8,6.46,333.7,62,0,0,14335.9,13498.5,12741.3,15009.5,12945.6,13403.9,12867.6,12971.1,13173.3,35068.9,33525.7,6132.8,10972.3,10646.1,13988.4,9822.4,11124.1,9776.7,9356.5,10345.5,35068.9,28602.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P40926,"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3",0,FALSE,315.318,71,34,189,34,338,35.5,8.68,673.06,34,0,0,41119.4,46630.6,51585,44185,57242.8,48073.6,49199,49234.2,44483.8,29196.2,28852.8,17590.5,37903.6,43102.5,41179.2,43432.5,39897.1,37380.9,35514.4,34935,29196.2,24615.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P04264,"Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6",0,FALSE,314.898,62,40,115,36,644,66,8.12,451.08,40,0,4,17576.1,16728.1,34128.7,12573.4,20181.6,15160.1,21101.4,15621.6,27667,33843.8,12450.1,7518.9,13597.4,28516.7,11718,15312.6,12581.6,16032.7,11268.4,21728,33843.8,10621.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=IARS2 PE=1 SV=2",0,FALSE,314.505,47,44,112,44,1012,113.7,7.2,394.25,44,0,0,29088.9,27919.5,27678.1,27009.7,28257.6,26481.5,28248.4,28930.4,27030.4,18486.2,18206.1,12444,22694.3,23126.8,25172.3,21440.2,21977.4,21462.9,20868.6,21228.1,18486.2,15532.6,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q12888,TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1 PE=1 SV=2,0,FALSE,313.982,36,50,82,50,1972,213.4,4.7,288.14,50,0,0,9502.8,9084.8,8490.8,9873.4,8225.1,8724.8,8266.4,8040,8869.4,11962.7,12648.7,4065.2,7384.6,7094.6,9201.7,6240.7,7240.9,6280.8,5799.6,6965.5,11962.7,10791.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P26639,"Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3",0,FALSE,312.595,68,50,175,46,723,83.4,6.67,598.12,50,0,4,38911.8,42870.3,44237,42103.5,44541.2,40752.3,43000.8,44438.1,42158.2,31781.1,34154.8,16646.1,34847,36962.8,39239.2,33795.2,33821.1,32671.6,32054.8,33108.6,31781.1,29139.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P60174,Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4,0,FALSE,308.902,94,31,182,31,249,26.7,6.9,710.77,31,0,0,32712,35097.5,37970.7,34650,38264.8,36019.9,34737.9,37000.3,35964,21254.3,22243.3,13993.9,28528.9,31726.9,32292.8,29033.1,29893.6,26393.5,26689.7,28244.1,21254.3,18976.9,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q13263,Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5,0,FALSE,307.882,56,43,138,43,835,88.5,5.77,500.35,43,0,0,21031.6,23292.6,22482.8,24445,22716.6,23656.9,22458.4,21685,22746.7,32344.1,33886.9,8997.2,18933.4,18785.8,22782,17236,19633.2,17063.7,15642.1,17864,32344.1,28910.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P63104,14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1,0,FALSE,304.97,80,29,206,21,245,27.7,4.79,741.7,29,0,12,33810.1,40558.3,44698.6,37880.3,48291.6,41410.8,41124,43299.8,38489.7,24049.3,25749.1,14463.6,32967.7,37348.5,35303.4,36640.8,34367.6,31245.6,31233.7,30227.6,24049.3,21968,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P46940,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens OX=9606 GN=IQGAP1 PE=1 SV=1,0,FALSE,304.593,35,55,102,53,1657,189.1,6.48,341.8,55,0,2,14424,15122.2,14786.4,17501.1,14681.2,15469.8,14817.3,10953,14785.9,55891,57375.7,6170.4,12292.1,12354.9,16310.5,11139.2,12838.7,11258.1,7900.8,11612,55891,48950.3,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P23381,"Tryptophan--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=WARS1 PE=1 SV=2",0,FALSE,303.821,72,37,117,37,471,53.1,6.23,388.05,37,0,0,19685.2,23952.3,26402.6,23210.5,27173.8,24465.3,25606.7,25925.5,23550.6,14546.5,15226.7,8421.2,19469.6,22061,21631.5,20617.9,20304.2,19455.7,18701,18495.3,14546.5,12990.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q14974,Importin subunit beta-1 OS=Homo sapiens OX=9606 GN=KPNB1 PE=1 SV=2,0,FALSE,301.471,44,37,160,37,876,97.1,4.78,615.05,37,0,0,26999.3,27795.8,29127.5,27669.9,30400.6,26919.9,27395.8,29101.7,27946.2,23245,23939.1,11550.1,22593.8,24337.8,25787.5,23066.2,22341.3,20815.1,20992.1,21947.3,23245,20423.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",0,FALSE,299.745,49,67,118,67,1394,157.8,6.13,380.21,67,0,0,12564.4,12604.9,12533.7,14682,12790.4,12553.8,12141.9,6232.9,11713.6,102958.8,99808.2,5374.9,10245.9,10472.7,13683.2,9704.6,10418.6,9225.3,4496,9199.2,102958.8,85151.8,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,0,FALSE,299.576,61,35,186,33,432,47.7,6.34,608.48,35,0,2,48972.7,46266.9,47638,44308.9,49371,45948.8,47230.2,47377.6,45227.9,28581.9,27841.9,20950.1,37608,39804.6,41294.6,37459.8,38133.7,35885,34175.2,35519.3,28581.9,23753.5,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,P36776,"Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2",0,FALSE,297.546,41,44,99,44,959,106.4,6.39,347.91,44,0,0,15921.3,17631.3,18247.5,18000.9,18897.9,18218.7,18526.2,18275.8,18209.9,16071.3,16359.8,6811,14331.6,15246.9,16776.3,14338.6,15120,14076,13183,14301,16071.3,13957.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9NPH2,Inositol-3-phosphate synthase 1 OS=Homo sapiens OX=9606 GN=ISYNA1 PE=1 SV=1,0,FALSE,295.409,41,24,124,24,558,61,5.76,505.86,24,0,0,20361.9,19343.6,19495.5,18332.7,19445.5,19753.8,19027,19479.5,18878.3,11666.6,11882.6,8710.7,15723.5,16289.7,17085.6,14754.1,16394,14456.5,14051.3,14825.9,11666.6,10137.7,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q9BQE3,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1,0,FALSE,293.134,63,30,175,12,449,49.9,5.1,617.66,30,0,26,32995.1,29175.4,30593.5,30580.7,32408.4,29893.2,29718.5,28626.3,28818.2,40803.7,41174.8,14115,23715.2,25562.8,28500.4,24589.6,24808.9,22579.8,20649.2,22632.1,40803.7,35128.4,High,High,High,High,High,High,High,High,High,High,High,1
FALSE,High,Master Protein,Q58FF7,Putative heat shock protein HSP 90-beta-3 OS=Homo sapiens OX=9606 GN=HSP90AB3P PE=5 SV=1,0,FALSE,292.813,34,37,285,1,597,68.3,4.79,892.64,37,0,0,147.2,217.5,227.1,196.8,232.4,224.5,215.8,231.6,210.5,205.5,212.1,63,176.8,189.8,183.4,176.4,186.3,164,167.1,165.3,205.5,180.9,High,High,High,High,High,High,High,High,High,High,High,1
